,title,heading,content,tokens
5358,Banana,Early cultivation,"The earliest domestication of bananas (Musa spp.) was from naturally occurring parthenocarpic (seedless) individuals of Musa banksii in New Guinea. These were cultivated by Papuans before the arrival of Austronesian-speakers. Numerous phytoliths of bananas have been recovered from the Kuk Swamp archaeological site and dated to around 10,000 to 6,500 BP. Foraging humans in this area began domestication in the late Pleistocene using transplantation and early cultivation methods. Various investigations – including Denham et al., 2003 – determine that by the early to middle of the Holocene the process was complete. From New Guinea, cultivated bananas spread westward into Island Southeast Asia through proximity (not migrations). They hybridized with other (possibly independently domesticated) subspecies of Musa acuminata as well as Musa balbisiana in the Philippines, northern New Guinea, and possibly Halmahera. These hybridization events produced the triploid cultivars of bananas commonly grown today. From Island Southeast Asia, they became part of the staple domesticated crops of Austronesian peoples and were spread during their voyages and ancient maritime trading routes into Oceania, East Africa, South Asia, and Indochina.

These ancient introductions resulted in the banana subgroup now known as the ""true"" plantains, which include the East African Highland bananas and the Pacific plantains (the Iholena and Maoli-Popo'ulu subgroups). East African Highland bananas originated from banana populations introduced to Madagascar probably from the region between Java, Borneo, and New Guinea; while Pacific plantains were introduced to the Pacific Islands from either eastern New Guinea or the Bismarck Archipelago.Phytolith discoveries in Cameroon dating to the first millennium BCE triggered an as yet unresolved debate about the date of first cultivation in Africa. There is linguistic evidence that bananas were known in Madagascar around that time. The earliest prior evidence indicates that cultivation dates to no earlier than late 6th century CE. It is likely, however, that bananas were brought at least to Madagascar if not to the East African coast during the phase of Malagasy colonization of the island from South East Asia c. 400 CE.Glucanase and two other proteins specific to bananas were found in dental calculus from early Iron Age (12th century BCE) Philistines in Tel Erani in the southern Levant.Another wave of introductions later spread bananas to other parts of tropical Asia, particularly Indochina and the Indian subcontinent. However, there is evidence that bananas were known to the Indus Valley civilisation from phytoliths recovered from the Kot Diji archaeological site in Pakistan (although they are absent in other contemporary sites in South Asia). This may be a possible indication of very early dispersal of bananas by Austronesian traders by sea from as early as 2000 BCE. But this is still putative, as they may have come from local wild Musa species used for fiber or as ornamentals, not food.Southeast Asia remains the region of primary diversity of the banana. Areas of secondary diversity are found in Africa, indicating a long history of banana cultivation in these regions.

The banana may also have been present in isolated locations elsewhere in the Middle East on the eve of Islam. The spread of Islam was followed by far-reaching diffusion. There are numerous references to it in Islamic texts (such as poems and hadiths) beginning in the 9th century. By the 10th century the banana appears in texts from Palestine and Egypt. From there it diffused into North Africa and Muslim Iberia. An article on banana tree cultivation is included in Ibn al-'Awwam's 12th-century agricultural work, Book on Agriculture. During the medieval ages, bananas from Granada were considered among the best in the Arab world. In 650, Islamic conquerors brought the banana to Palestine. Today, banana consumption increases significantly in Islamic countries during Ramadan, the month of daylight fasting.Bananas were certainly grown in the Christian Kingdom of Cyprus by the late medieval period. Writing in 1458, the Italian traveller and writer Gabriele Capodilista wrote favourably of the extensive farm produce of the estates at Episkopi, near modern-day Limassol, including the region's banana plantations.

Bananas (as well as coconuts) were encountered by European explorers during the Magellan expedition in 1521, in both Guam and the Philippines. Lacking a name for the fruit, the ship's historian Antonio Pigafetta described them as ""figs more than one palm long."": 130, 132  Bananas were introduced to South America by Portuguese sailors who brought the fruits from West Africa in the 16th century. Southeast Asian banana cultivars, as well as abaca grown for fibers, were also introduced to New Spain (North and Central America) by the Spanish from the Philippines, via the Manila galleons.Many wild banana species as well as cultivars exist in extraordinary diversity in India, China, and Southeast Asia.

There are fuzzy bananas whose skins are bubblegum pink; green-and-white striped bananas with pulp the color of orange sherbet; bananas that, when cooked, taste like strawberries. The Double Mahoi plant can produce two bunches at once. The Chinese name of the aromatic Go San Heong banana means 'You can smell it from the next mountain.' The fingers on one banana plant grow fused; another produces bunches of a thousand fingers, each only an inch long.",1146
5359,Cabbage looper,Attraction to odors,"Cabbage loopers detect plant odors to locate food resources and suitable host plants for laying eggs, thereby increasing their chances for survival and reproduction. Mated females respond faster to plant odors compared to their unmated female and male counterparts. This difference in response time may be a result of mated females needing host plants for both food and egg laying whereas unmated individuals mostly use host plants for food, so mated females have greater motivations to find a host plant. The cabbage looper is attracted to the floral compounds:

phenylacetaldehyde
methyl salicylate
2-phenylethanol
benzaldehyde
benzyl alcohol
benzyl acetate
methyl-2-methoxy benzoateAlthough the strongest attractor is phenylacetaldehyde, the cabbage looper is more attracted to a blend of odors than phenylacetaldehyde alone.",185
5360,Molybdenum ditelluride,Angle-resolved photoemission spectroscopy,"MoTe2 exhibits topological Fermi arcs. This is evidence for a new type (type-II) of Weyl fermion that arises due to the breaking of Lorentz invariance, which does not have a counterpart in high-energy physics, which can emerge as topologically protected touching between electron and hole pockets. The topological surface states are confirmed by directly observing the surface states using bulk- and surface-sensitive angle-resolved photoemission spectroscopy.",105
5361,Herbicide,Of historical interest and other,"2,4,5-Trichlorophenoxyacetic acid (2,4,5-T) was a widely used broadleaf herbicide until being phased out starting in the late 1970s. While 2,4,5-T itself is of only moderate toxicity, the manufacturing process for 2,4,5-T contaminates this chemical with trace amounts of 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD). TCDD is extremely toxic to humans. With proper temperature control during production of 2,4,5-T, TCDD levels can be held to about .005 ppm. Before the TCDD risk was well understood, early production facilities lacked proper temperature controls. Individual batches tested later were found to have as much as 60 ppm of TCDD. 2,4,5-T was withdrawn from use in the US in 1983, at a time of heightened public sensitivity about chemical hazards in the environment. Public concern about dioxins was high, and production and use of other (non-herbicide) chemicals potentially containing TCDD contamination was also withdrawn. These included pentachlorophenol (a wood preservative) and PCBs (mainly used as stabilizing agents in transformer oil). 2,4,5-T has since largely been replaced by dicamba and triclopyr.
Agent Orange was a herbicide blend used by the British military during the Malayan Emergency and the U.S. military during the Vietnam War between January 1965 and April 1970 as a defoliant. It was a 50/50 mixture of the n-butyl esters of 2,4,5-T and 2,4-D. Because of TCDD contamination in the 2,4,5-T component, it has been blamed for serious illnesses in many people who were exposed to it.
Diesel, and other heavy oil derivatives, are known to be informally used at times, but are usually banned for this purpose.",429
5362,Basic copper carbonate,Summary,"Basic copper carbonate is a chemical compound, more properly called copper(II) carbonate hydroxide. It is an ionic compound (a salt) consisting of the ions copper(II) Cu2+, carbonate CO2−3, and hydroxide OH−.
The name most commonly refers to the compound with formula Cu2CO3(OH)2. It is a green crystalline solid that occurs in nature as the mineral malachite. It has been used since antiquity as a pigment, and it is still used as such in artist paints, sometimes called verditer, green bice, or mountain green.
Sometimes the name is used for Cu3(CO3)2(OH)2, a blue crystalline solid also known as the mineral azurite. It too has been used as pigment, sometimes under the name mountain blue or blue verditer.
Both malachite and azurite can be found in the verdigris patina that is found on weathered brass, bronze, and copper. The composition of the patina can vary, in a maritime environment  depending on the environment a basic chloride may be present, in an urban environment basic sulfates may be present.This compound is often improperly called (even in chemistry articles) copper carbonate,  cupric carbonate, and similar names.  The true (neutral)  copper(II) carbonate CuCO3 is not known to occur naturally.  It is decomposed by water or moisture from the air, and was synthesized only in 1973 by high temperature and very high pressures.",332
5363,Copper IUD,Emergency contraception,It was first discovered in 1976 that the copper IUD could be used as a form of emergency contraception (EC). The copper IUD is the most effective form of emergency contraception. It is more effective than the hormonal EC pills currently available. The pregnancy rate among those using the copper IUD for EC is 0.09%. It can be used for EC up to five days after the act of unprotected sex and does not decrease in effectiveness during the five days. An additional advantage of using the copper IUD for emergency contraception is that it can be used as a form of birth control for 10–12 years after insertion.,127
5364,T-Mobile,Netherlands,"Deutsche Telekom entered the Dutch market by the acquisition of Ben on 20 September 2002. In 2007, T-Mobile Netherlands, a wholly owned subsidiary of T-Mobile International, acquired Orange Netherlands from France Télécom for EUR 1.33 billion. This makes it the third largest mobile telephone operator in the country behind KPN and Vodafone.
As part of an acquisition of Tele2 Netherlands by T-Mobile Netherlands, which was announced on December 15, 2017, the previous owner Tele2 AB became a 25% shareholder in T-Mobile Netherlands.",119
5365,Antibiotics in poultry farming in America,Impacts of change,"As Guidance for Industry #213 has been voluntarily accepted, it will be a violation of the Federal Food, Drug, and Cosmetic Act to use antibiotics in livestock production for non-therapeutic purposes.  However, as there is now a requirement for veterinary oversight and approval for antibiotics use, there is leeway in the interpretation of non-therapeutic purposes dependent on the situation.  For example, per the FDA, “a veterinarian may determine, based on the client's production practices and history, that weaned beef calves arriving at a feedlot in bad weather after a lengthy transport are at risk to develop a bacterial respiratory infection.  In this case, the veterinarian might choose to preventively treat these calves with an antimicrobial approved for prevention of that bacterial infection"".The FDA is not trying to regulate all antimicrobials at this time – only those antibiotics which are considered ""medically important"". For example, bacitracin, a common antibiotic found in over the counter antibiotic ointments, is not classified as ""medically important"". Ionophores, which are not a part of human medicine but given for improving the health of livestock, are also not included in this regulation.",248
5366,Silk industry in Azerbaijan,Summary,"The silk industry in Azerbaijan has existed since ancient times. Shirvan was the largest silk farming region there. The population in Shamakhi, Basqal, Ganja, Shaki and Shusha engaged in silk production. Patterned, ornamental silk female kerchiefs were produced in these regions. Silk production was one of the main activities continued into modern times.",78
5367,Copper indium gallium selenide solar cell,Electrodeposition followed by selenization,"Precursors can be deposited by electrodeposition. Two methodologies exist: deposition of elemental layered structures and simultaneous deposition of all elements (including Se). Both methods require thermal treatment in a Se atmosphere to make device quality films. Because electrodeposition requires conductive electrodes, metal foils are a logical substrate. Electrodeposition of elemental layers is similar to the sputtering of elemental layers. 
Simultaneous deposition employs a working electrode (cathode), a counter electrode (anode), and a reference electrode as in Figure 4. A metal foil substrate is used as the working electrode in industrial processes. An inert material provides the counter electrode, and the reference electrode measures and controls the potential. The reference electrode allows the process to be performed potentiostatically, allowing control of the substrate's potential.

Simultaneous electrodeposition must overcome the fact that the elements' standard reduction potentials are not equal, causing preferential deposition of a single element. This problem is commonly alleviated by adding countering ions into solution for each ion to be deposited (Cu2+, Se4+, In3+, and Ga3+), thus changing that ion's reduction potential. Further, the Cu-Se system has a complicated behavior and the film's composition depends on the Se4+/Cu2+ ion flux ratio which can vary over the film surface. This requires the precursor concentrations and deposition potential to be optimized. Even with optimization, reproducibility is low over large areas due to composition variations and potential drops along the substrate.
The resulting films have small grains, are Cu-rich, and generally contain Cu2−xSex phases along with impurities from the solution. Annealing is required to improve crystallinity. For efficiencies higher than 7%, a stoichiometry correction are required. The correction was originally done via high temperature physical vapor deposition, which is not practical in industry.
Solopower is currently producing cells with >13.7% conversion efficiency as per NREL.",410
5368,The Color of Pomegranates,Cast,"Sofiko Chiaureli – Poet as a Youth/Poet's Love/Poet's Muse/Mime/Angel of Resurrection
Melkon Aleksanyan – Poet as a child (as Melkon Alekyan)
Vilen Galstyan – Poet in the cloister
Giorgi Gegechkori – Poet as an old man
Spartak Bagashvili – Poet's father
Medea Japaridze – Poet's mother
Hovhannes Minasyan – Prince
Onik Minasyan – Prince",131
5369,Seaweed fertiliser,Bio-remediation in eutrophic ecosystems,"Seaweeds have received significant attention for their potential to mitigate eutrophication in coastal ecosystems through nutrient uptake during primary production in integrated multi-trophic aquaculture (IMTA). Bioremediation involves the use of biological organisms to lower the concentrations of nitrogen, phosphorus, and heavy metal concentrations in marine ecosystems. The bioremediation potential of seaweeds depends, in part, on their growth rate which is controlled by numerous factors including water movement, light, desiccation, temperature, salinity, life stage, and age class. It has also been proposed that in eutrophic ecosystems phosphorus can become limiting to seaweed growth due to the high N:P ratio of the wastewater entering these ecosystems. Bioremediation practices have been widely used due to their cost-effective ability to reduce excess nutrients in coastal ecosystems leading to a decrease in harmful algal blooms and an oxygenation of the water column. Seaweeds have also been studied for their potential use in the biosorption and accumulation of heavy metals in polluted waters, although the accumulation of heavy metals may impact algal growth.",231
5370,Protocol to Eliminate Illicit Trade in Tobacco Products,Summary,The Protocol to Eliminate Illicit Trade in Tobacco Products is a 2012 World Health Organization treaty designed to combat the worldwide illicit tobacco trade. The Protocol is supplementary to the WHO Framework Convention on Tobacco Control.,44
5371,Soybean,Futures,"Soybean futures are traded on the Chicago Board of Trade and have delivery dates in January (F), March (H), May (K), July (N), August (Q), September (U), November (X).
They are also traded on other commodity futures exchanges under different contract specifications:

SAFEX: The South African Futures Exchange
DC: Dalian Commodity Exchange
ODE: Osaka Dojima Commodity Exchange (formerly Kansai Commodities Exchange, KEX) in Japan
NCDEX: National Commodity and Derivatives Exchange, India.
ROFEX: Rosario Grain Exchange in Argentina",138
5372,Health effects of tobacco,Nicotine,"Nicotine, which is contained in cigarettes and other smoked tobacco products, is a stimulant and is one of the main factors leading to continued tobacco smoking. Nicotine is a highly addictive psychoactive chemical. When tobacco is smoked, most of the nicotine is pyrolyzed; a dose sufficient to cause mild somatic dependency and mild to strong psychological dependency remains. The amount of nicotine absorbed by the body from smoking depends on many factors, including the type of tobacco, whether the smoke is inhaled, and whether a filter is used. There is also a formation of harmane (a MAO inhibitor) from the acetaldehyde in cigarette smoke, which seems to play an important role in nicotine addiction probably by facilitating dopamine release in the nucleus accumbens in response to nicotine stimuli. According to studies by Henningfield and Benowitz, nicotine is more addictive than cannabis, caffeine, alcohol, cocaine, and heroin when considering both somatic and psychological dependence. However, due to the stronger withdrawal effects of alcohol, cocaine and heroin, nicotine may have a lower potential for somatic dependence than these substances. About half of Canadians who currently smoke have tried to quit. McGill University health professor Jennifer O'Loughlin stated that nicotine addiction can occur as soon as five months after the start of smoking.Ingesting a compound by smoking is one of the most rapid and efficient methods of introducing it into the bloodstream, second only to injection, which allows for the rapid feedback which supports the smokers' ability to titrate their dosage. On average it takes about ten seconds for the substance to reach the brain. As a result of the efficiency of this delivery system, many smokers feel as though they are unable to cease. Of those who attempt cessation and last three months without succumbing to nicotine, most are able to remain smoke-free for the rest of their lives. There exists a possibility of depression in some who attempt cessation, as with other psychoactive substances. Depression is also common in teenage smokers; teens who smoke are four times as likely to develop depressive symptoms as their nonsmoking peers.Although nicotine does play a role in acute episodes of some diseases (including stroke, impotence, and heart disease) by its stimulation of adrenaline release, which raises blood pressure, heart and respiration rate, and free fatty acids, the most serious longer term effects are more the result of the products of the smoldering combustion process. This has led to the development of various nicotine delivery systems, such as the nicotine patch or nicotine gum, that can satisfy the addictive craving by delivering nicotine without the harmful combustion by-products. This can help the heavily dependent smoker to quit gradually while discontinuing further damage to health.Recent evidence has shown that smoking tobacco increases the release of dopamine in the brain, specifically in the mesolimbic pathway, the same neuro-reward circuit activated by addictive substances such as heroin and cocaine. This suggests nicotine use has a pleasurable effect that triggers positive reinforcement. One study found that smokers exhibit better reaction-time and memory performance compared to non-smokers, which is consistent with increased activation of dopamine receptors. Neurologically, rodent studies have found that nicotine self-administration causes lowering of reward thresholds—a finding opposite that of most other addictive substances (e.g. cocaine and heroin).
The carcinogenity of tobacco smoke is not explained by nicotine per se, which is not carcinogenic or mutagenic, although it is a metabolic precursor for several compounds which are. In addition, it inhibits apoptosis, therefore accelerating existing cancers. Also, NNK, a nicotine derivative converted from nicotine, can be carcinogenic.
It is worth noting that nicotine, although frequently implicated in producing tobacco addiction, is not significantly addictive when administered alone. The addictive potential manifests itself after co-administration of an MAOI, which specifically causes sensitization of the locomotor response in rats, a measure of addictive potential.",795
5373,Oil,Organic oils,"Organic oils are produced in remarkable diversity by plants, animals, and other organisms through natural metabolic processes. Lipid is the scientific term for the fatty acids, steroids and similar chemicals often found in the oils produced by living things, while oil refers to an overall mixture of chemicals. Organic oils may also contain chemicals other than lipids, including proteins, waxes (class of compounds with oil-like properties that are solid at common temperatures) and alkaloids.
Lipids can be classified by the way that they are made by an organism, their chemical structure and their limited solubility in water compared to oils. They have a high carbon and hydrogen content and are considerably lacking in oxygen compared to other organic compounds and minerals; they tend to be relatively nonpolar molecules, but may include both polar and nonpolar regions as in the case of phospholipids and steroids.",183
5374,Pesticides in New Zealand,1080,"Sodium fluoroacetate, commonly known as 1080, is used in New Zealand to control animal pests, specifically the possum which threatens biodiversity and carries tuberculosus.  Hunters fear that 1080 impacts on game animals, and some environmentalists have concerns about 1080 killing the very native fauna it is meant to save, and pollution of drinking water reservoirs with 1080 baits and poisoned animals.",82
5375,Controlled burn,Procedure,"Depending on the context and goals of a prescribed fire, additional planning may be necessary. While the most common driver of fuel treatment is the prevention of loss of human life, certain parameters can also be changed to promote biodiversity and to rearrange stand ages appropriately. The risk of fatal fires can also be reduced proactively by reducing ground fuels before they can create a fuel ladder and begin an active crown fire. Predictions show thinned forests lead to mitigated fire intensity and flame length compared to untouched or fire-proofed areas. Furthermore, low-intensity fire treatments can be administered in places where mechanized treatments such as disc harrowing cannot. In the interests of conservation, electing for a mixed mosaic of unburnt islands within the targeted area maintains biodiversity and provides cover for wildlife. Because of this, some suggest fuel reductions of about 75% to be sufficient, though each burn plan should have its own target set by ecological and management goals. In some areas where grasses and herbaceous plants thrive, species variation and cover can drastically increase a few years after fuel treatments.",216
5376,Tomato,Companion plants,"Tomatoes serve, or are served by, a large variety of companion plants.
Among the most famous pairings is the tomato plant and carrots; studies supporting this relationship have produced a popular book about companion planting, Carrots Love Tomatoes.The devastating tomato hornworm has a major predator in various parasitic wasps, whose larvae devour the hornworm, but whose adult form drinks nectar from tiny-flowered plants like umbellifers. Several species of umbellifer are therefore often grown with tomato plants, including parsley, Queen Anne's lace, and occasionally dill. These also attract predatory flies that attack various tomato pests.Borage is thought to repel the tomato hornworm moth.Plants with strong scents, like alliums (onions, chives, garlic), mints (basil, oregano, spearmint) and French marigold, (Tagetes patula) are thought to mask the scent of the tomato plant, making it harder for pests to locate it, or to provide an alternative landing point, reducing the odds of the pests from attacking the correct plant. These plants may also subtly affect the flavor of tomato fruit. Basil is popularly recommended as a companion plant to the tomato. Common claims are that basil may deter pests or improve tomato flavor. However, in double-blind taste tests, basil did not significantly affect the taste of tomatoes when planted adjacent to them.Tomato plants can protect asparagus from asparagus beetles, because they contain solanine that kills this pest, while asparagus plants contain Asparagusic acid that repels nematodes known to attack tomato plants. Marigolds also repel nematodes.",353
5377,Nankang Rubber Tire,Global markets,"Today, Nankang tires are exported from Taiwan to over 100 markets worldwide. Tires are supplied to more than 300 distributors throughout Europe, North America, Central and South America, Asia, Africa, the Middle East and Australia.",49
5378,Iron in biology,Iron recycling and loss,"Most of the iron in the body is hoarded and recycled by the reticuloendothelial system, which breaks down aged red blood cells. In contrast to iron uptake and recycling, there is no physiologic regulatory mechanism for excreting iron. People lose a small but steady amount by gastrointestinal blood loss, sweating and by shedding cells of the skin and the mucosal lining of the gastrointestinal tract. The total amount of loss for healthy people in the developed world amounts to an estimated average of 1 mg a day for men, and 1.5–2 mg a day for women with regular menstrual periods. People with gastrointestinal parasitic infections, more commonly found in developing countries, often lose more. Those who cannot regulate absorption well enough get disorders of iron overload. In these diseases, the toxicity of iron starts overwhelming the body's ability to bind and store it.",178
5379,Tobacco industry,Cigarette production by factory,"Much of global tobacco production is used in the manufacturing of cigarettes. The following is a chart compiled by Dr. Robert Proctor detailing the largest cigarette factories, accompanied by their estimated annual death toll due to the harms of cigarettes to health.",52
5380,Sodium in biology,Plants,"In C4 plants, sodium is a micronutrient that aids in metabolism, specifically in regeneration of phosphoenolpyruvate (involved in the biosynthesis of various aromatic compounds, and in carbon fixation) and synthesis of chlorophyll. In others, it substitutes for potassium in several roles, such as maintaining turgor pressure and aiding in the opening and closing of stomata. Excess sodium in the soil limits the uptake of water due to decreased water potential, which may result in wilting; similar concentrations in the cytoplasm can lead to enzyme inhibition, which in turn causes necrosis and chlorosis. To avoid these problems, plants developed mechanisms that limit sodium uptake by roots, store them in cell vacuoles, and control them over long distances; excess sodium may also be stored in old plant tissue, limiting the damage to new growth. Though much how excess sodium loading in the xylem is yet to be determined. However, anti porter CHX21 can be attributed to active loading of sodium into the xylem.",219
5381,List of International Harvester vehicles,Early models,"Type A (1907–1911)
Type B
Type C Mogul (1909–1914)
Type D Titan (1910–1917)
Titan 10–20,(1915–1922)
Mogul 10–20,(1916–1919)
Mogul Junior
Mogul 8-16 (1914–1916)
McCormick-Deering 15-30/22-36 (1921–34)
McCormick-Deering 10-20 (1923–1939)
International 8-16 (1917–1922)
McCormick-Deering W-12 (1934–1938)
McCormick-Deering W-14 (1938–1939)
McCormick-Deering W-30 (1932–1940)
McCormick-Deering W-40, WD-40 (1935–1940)",207
5382,Neume,Other types,"Ekphonetic neumes annotating the melodic recitation of (Christian) holy scriptures.
Neumes of Byzantine music – in several stages, old Byzantine, middle Byzantine, late Byzantine and post-Byzantine, and neo-Byzantine (reformed).
Neumes of Slavic chant (Slavic neumes or ""Znamenny Chant"").
Mozarabic or Hispanic neumes (Spain), also called Visigothic script. These neumes have not been deciphered, but the Mozarabic liturgy varies somewhat from the Roman rite.
Catalan notation.
Daseian notation – an early form of Western music notation used in 9th and 10th-century music theory treatises.
Buddhist chant uses a type of neume.",171
5383,United States Department of Agriculture,Modern times,"It was revealed on August 27, 2018, that the U.S. Department of Agriculture would be providing U.S. farmers with a farm aid package, which will total $4.7 billion in direct payments to American farmers. This package is meant to offset the losses farmers are expected to incur from retaliatory tariffs placed on American exports during the Trump tariffs.On 7 February 2022, the USDA announced the Partnerships for Climate-Smart Commodities, a $1 billion program that will test and verify the benefits of climate-friendly agricultural practices.In October 2022, the USDA announced a $1.3 billion debt relief program for about 36,000 farmers who had fallen behind on loan payments or facing foreclosures. The provisions in the Inflation Reduction Act of 2022 set aside $3.1 billion to help such farmers with high-risk operations caused by USDA-backed loans.",182
5384,Baler,Silage or haylage,"Silage, a fermented animal feed, was introduced in the late 1800s, and can also be stored in a silage or haylage bale, which is a high-moisture bale wrapped in plastic film. These are baled much wetter than hay bales, and are usually smaller than hay bales because the greater moisture content makes them heavier and harder to handle. These bales begin to ferment almost immediately, and the metal bale spear stabbed into the core becomes very warm to the touch from the fermentation process.
Silage or haylage bales may be wrapped by placing them on a rotating bale spear mounted on the rear of a tractor. As the bale spins, a layer of plastic cling film is applied to the exterior of the bale. This roll of plastic is mounted in a sliding shuttle on a steel arm and can move parallel to the bale axis, so the operator does not need to hold up the heavy roll of plastic. The plastic layer extends over the ends of the bale to form a ring of plastic approximately 12 inches (30 cm) wide on the ends, with hay exposed in the center.
To stretch the cling-wrap plastic tightly over the bale, the tension is actively adjusted with a knob on the end of the roll, which squeezes the ends of the roll in the shuttle. In the example wrapping video, the operator is attempting to use high tension to get a flat, smooth seal on the right end. However, the tension increases too much and the plastic tears off. The operator recovers by quickly loosening the tension and allows the plastic to feed out halfway around the bale before reapplying the tension to the sheeting.
These bales are placed in a long continuous row, with each wrapped bale pressed firmly against all the other bales in the row before being set down onto the ground. The plastic wrap on the ends of each bale sticks together to seal out air and moisture, protecting the silage from the elements. The end-bales are hand-sealed with strips of cling plastic across the opening.
The airtight seal between each bale permits the row of round bales to ferment as if they were in a silo bag, but they are easier to handle than a silo bag, as they are more robust and compact. The plastic usage is relatively high, and there is no way to reuse the silage-contaminated plastic sheeting, although it can be recycled or used as a fuel source via incineration. The wrapping cost is approximately US$5 per bale.An alternative form of wrapping uses the same type of bale placed on a bale wrapper, consisting of pair of rollers on a turntable mounted on the three-point linkage of a tractor. It is then spun about two axes while being wrapped in several layers of cling-wrap plastic film. This covers the ends and sides of the bale in one operation, thus sealing it separately from other bales. The bales are then moved or stacked using a special pincer attachment on the front loader of a tractor, which does not damage the film seal. They can also be moved using a standard bale spike, but this punctures the airtight seal, and the hole in the film must be repaired after each move.
Plastic-wrapped bales must be unwrapped before being fed to livestock to prevent accidental ingestion of the plastic. Like round hay bales, silage bales are usually fed using a ring feeder.",727
5385,Sodium,History,"Because of its importance in human health, salt has long been an important commodity, as shown by the English word salary, which derives from salarium, the wafers of salt sometimes given to Roman soldiers along with their other wages. In medieval Europe, a compound of sodium with the Latin name of sodanum was used as a headache remedy. The name sodium is thought to originate from the Arabic suda, meaning headache, as the headache-alleviating properties of sodium carbonate or soda were well known in early times.Although sodium, sometimes called soda, had long been recognized in compounds, the metal itself was not isolated until 1807 by Sir Humphry Davy through the electrolysis of sodium hydroxide. In 1809, the German physicist and chemist Ludwig Wilhelm Gilbert proposed the names Natronium for Humphry Davy's ""sodium"" and Kalium for Davy's ""potassium"".The chemical abbreviation for sodium was first published in 1814 by Jöns Jakob Berzelius in his system of atomic symbols, and is an abbreviation of the element's New Latin name natrium, which refers to the Egyptian natron, a natural mineral salt mainly consisting of hydrated sodium carbonate. Natron historically had several important industrial and household uses, later eclipsed by other sodium compounds.Sodium imparts an intense yellow color to flames. As early as 1860, Kirchhoff and Bunsen noted the high sensitivity of a sodium flame test, and stated in Annalen der Physik und Chemie:
In a corner of our 60 m3 room farthest away from the apparatus, we exploded 3 mg of sodium chlorate with milk sugar while observing the nonluminous flame before the slit. After a while, it glowed a bright yellow and showed a strong sodium line that disappeared only after 10 minutes. From the weight of the sodium salt and the volume of air in the room, we easily calculate that one part by weight of air could not contain more than 1/20 millionth weight of sodium.",419
5386,Calcium pump,Summary,"Calcium pumps are a family of ion transporters found in the cell membrane of all animal cells. They are responsible for the active transport of calcium out of the cell for the maintenance of the steep Ca2+ electrochemical gradient across the cell membrane. Calcium pumps play a crucial role in proper cell signalling by keeping the intracellular calcium concentration roughly 10,000 times lower than the extracellular concentration.  Failure to do so is one cause of muscle cramps.
The plasma membrane Ca2+ ATPase and the sodium-calcium exchanger are together the main regulators of intracellular Ca2+ concentrations.",131
5387,Human iron metabolism,Bacterial protection,"In response to a systemic bacterial infection, the immune system initiates a process known as ""iron withholding"". If bacteria are to survive, then they must obtain iron from their environment. Disease-causing bacteria do this in many ways, including releasing iron-binding molecules called siderophores and then reabsorbing them to recover iron, or scavenging iron from hemoglobin and transferrin. The harder the bacteria have to work to get iron, the greater a metabolic price they must pay. That means that iron-deprived bacteria reproduce more slowly. So, control of iron levels appears to be an important defense against many bacterial infections. Certain bacteria species have developed strategies to circumvent that defense, TB causing bacteria can reside within macrophages, which present an iron rich environment and Borrelia burgdorferi uses manganese in place of iron. People with increased amounts of iron, as, for example, in hemochromatosis, are more susceptible to some bacterial infections.Although this mechanism is an elegant response to short-term bacterial infection, it can cause problems when it goes on so long that the body is deprived of needed iron for red cell production. Inflammatory cytokines stimulate the liver to produce the iron metabolism regulator protein hepcidin, that reduces available iron. If hepcidin levels increase because of non-bacterial sources of inflammation, like viral infection, cancer, auto-immune diseases or other chronic diseases, then the anemia of chronic disease may result. In this case, iron withholding actually impairs health by preventing the manufacture of enough hemoglobin-containing red blood cells.",330
5388,Founder crops,Pulses,"Lentil (Lens culinaris)
Pea (Pisum sativum)
Chickpea (Cicer arietinum)
Bitter vetch (Vicia ervilia)",48
5389,Environmental remediation,"Homebush Bay, New South Wales, Australia","Dioxins from Union Carbide used in the production of now-banned pesticide 2,4,5-Trichlorophenoxyacetic acid and defoliant Agent Orange polluted Homebush Bay. Remediation was completed in 2010, but fishing will continue to be banned for decades.",69
5390,Iron(II) sulfate,Production and reactions,"In the finishing of steel prior to plating or coating, the steel sheet or rod is passed through pickling baths of sulfuric acid. This treatment produces large quantities of iron(II) sulfate as a by-product.
Fe + H2SO4 → FeSO4 + H2Another source of large amounts results from the production of titanium dioxide from ilmenite via the sulfate process.
Ferrous sulfate is also prepared commercially by oxidation of pyrite:
2 FeS2 + 7 O2 + 2 H2O → 2 FeSO4 + 2 H2SO4It can be produced by displacement of metals less reactive than Iron from solutions of their sulfate:

CuSO4 + Fe → FeSO4 + Cu",159
5391,Magnesium deficiency,Treatments,"Treatment of magnesium deficiency depends on the degree of deficiency and the clinical effects. Replacement by mouth is appropriate for people with mild symptoms, while intravenous replacement is recommended for people with severe effects.Numerous oral magnesium preparations are available. In two trials of magnesium oxide, one of the most common forms in magnesium dietary supplements because of its high magnesium content per weight, was found to be less bioavailable than magnesium citrate, chloride, lactate or aspartate. Amino-acid chelate was also less bioavailable.Intravenous magnesium sulfate (MgSO4) can be given in response to heart arrhythmias to correct for hypokalemia, preventing pre-eclampsia, and has been suggested as having a potential use in asthma.",161
